-3.51,-0.05,0.0,1.0
-3.46,-0.14,0.0,1.0
-3.4,-0.23,0.0,1.0
-3.32,-0.31,0.0,1.0
-3.29,-0.42,0.0,1.0
-3.24,-0.53,0.0,1.0
-3.16,-0.59,0.0,1.0
-3.08,-0.67,0.0,1.0
-3.02,-0.76,0.0,1.0
-2.96,-0.87,0.0,1.0
-2.88,-0.96,0.0,1.0
-2.77,-1.04,0.0,1.0
-2.68,-1.09,0.0,1.0
-2.57,-1.12,0.0,1.0
-2.46,-1.13,0.0,1.0
-2.36,-1.14,0.0,1.0
-2.26,-1.12,0.0,1.0
-2.15,-1.07,0.0,1.0
-2.05,-1.03,0.0,1.0
-1.95,-0.99,0.0,1.0
-1.86,-0.94,0.0,1.0
-1.77,-0.87,0.0,1.0
-1.69,-0.78,0.0,1.0
-1.6,-0.73,0.0,1.0
-1.5,-0.69,0.0,1.0
-1.4,-0.64,0.0,1.0
