-0.15,0.03,0.0,1.0
-0.04,0.04,0.0,1.0
0.1,0.07,0.0,1.0
0.21,0.08,0.0,1.0
0.31,0.09,0.0,1.0
0.43,0.1,0.0,1.0
0.54,0.12,0.0,1.0
0.65,0.12,0.0,1.0
0.79,0.12,0.0,1.0
0.9,0.13,0.0,1.0
1.01,0.13,0.0,1.0
1.12,0.13,0.0,1.0
1.24,0.12,0.0,1.0
1.36,0.11,0.0,1.0
1.46,0.1,0.0,1.0
1.58,0.11,0.0,1.0
1.7,0.11,0.0,1.0
1.8,0.14,0.0,1.0
1.92,0.18,0.0,1.0
2.01,0.23,0.0,1.0
2.15,0.3,0.0,1.0
2.23,0.36,0.0,1.0
2.3,0.47,0.0,1.0
2.32,0.59,0.0,1.0
2.29,0.7,0.0,1.0
2.26,0.82,0.0,1.0
2.14,0.96,0.0,1.0
2.19,1.05,0.0,1.0
2.22,1.15,0.0,1.0
2.17,1.25,0.0,1.0
2.1,1.33,0.0,1.0
2.01,1.41,0.0,1.0
1.93,1.5,0.0,1.0
1.83,1.6,0.0,1.0
1.74,1.68,0.0,1.0
1.66,1.76,0.0,1.0
1.59,1.84,0.0,1.0
1.5,1.94,0.0,1.0
1.4,2.02,0.0,1.0
1.3,2.1,0.0,1.0
1.21,2.16,0.0,1.0
1.11,2.26,0.0,1.0
1.02,2.32,0.0,1.0
0.91,2.38,0.0,1.0
0.82,2.44,0.0,1.0
0.72,2.5,0.0,1.0
0.61,2.56,0.0,1.0
0.49,2.6,0.0,1.0
0.38,2.65,0.0,1.0
0.28,2.69,0.0,1.0
0.18,2.73,0.0,1.0
0.08,2.76,0.0,1.0
-0.04,2.79,0.0,1.0
-0.14,2.81,0.0,1.0
-0.25,2.82,0.0,1.0
-0.36,2.83,0.0,1.0
-0.46,2.84,0.0,1.0
-0.57,2.85,0.0,1.0
-0.67,2.86,0.0,1.0
-0.78,2.86,0.0,1.0
-0.88,2.87,0.0,1.0
-1.0,2.85,0.0,1.0
-1.13,2.86,0.0,1.0
-1.25,2.86,0.0,1.0
-1.35,2.86,0.0,1.0
-1.46,2.84,0.0,1.0
-1.58,2.81,0.0,1.0
-1.68,2.78,0.0,1.0
-1.77,2.72,0.0,1.0
-1.86,2.64,0.0,1.0
-1.94,2.55,0.0,1.0
-2.01,2.47,0.0,1.0
-2.06,2.35,0.0,1.0
-2.1,2.22,0.0,1.0
-2.11,2.07,0.0,1.0
-2.15,1.95,0.0,1.0
-2.21,1.82,0.0,1.0
-2.21,1.72,0.0,1.0
-2.24,1.6,0.0,1.0
-2.24,1.5,0.0,1.0
-2.27,1.4,0.0,1.0
-2.23,1.29,0.0,1.0
-2.14,1.23,0.0,1.0
-2.05,1.17,0.0,1.0
-1.98,1.08,0.0,1.0
-2.01,0.97,0.0,1.0
-1.98,0.81,0.0,1.0
-1.91,0.69,0.0,1.0
-1.85,0.59,0.0,1.0
-1.72,0.52,0.0,1.0
-1.57,0.47,0.0,1.0
-1.46,0.43,0.0,1.0
-1.35,0.37,0.0,1.0
-1.26,0.32,0.0,1.0
-1.16,0.26,0.0,1.0
-1.04,0.24,0.0,1.0
-0.92,0.22,0.0,1.0
-0.81,0.21,0.0,1.0
-0.68,0.18,0.0,1.0
-0.58,0.18,0.0,1.0
-0.48,0.16,0.0,1.0
-0.37,0.16,0.0,1.0
-0.23,0.16,0.0,1.0
